"status","label","ngram forms",,
"w","medical guideline","medical guideline",,
"w","medical imaging","medical imaging *** medical image",,
"w","medical repositories","medical repositories",,
"w","medicine","medicine",,
"w","meg","meg",,
"w","membrane computing","membrane computing",,
"w","membranes","membranes",,
"w","memetics","memetics",,
"w","memory augmentation","memory augmentation",,
"w","memory device","memory device",,
"w","memristors","memristors",,
"w","mems","mems",,
"w","mems sensors","mems sensors",,
"w","mems transducers","mems transducers",,
"w","mental disorders","mental disorders",,
"w","mental health","mental health",,
"w","mental simulation","mental simulation",,
"w","meridian bio-information model","meridian bio-information model",,
"w","mesoscopic","mesoscopic",,
"w","mesoscopic states","mesoscopic states",,
"w","mesoscopic systems","mesoscopic systems",,
"w","message passing","message passing",,
"w","meta-data","meta data *** metadata *** meta-data",,
"w","meta-modeling","meta-modeling",,
"w","metal detector","metal detector",,
"w","metal dots","metal dots",,
"w","metal oxides","metal oxides",,
"w","metallic foams","metallic foams",,
"w","metamaterials","metamaterials *** meta-materials",,
"w","meterological forecast","meterological forecast",,
"w","metrics"," metric *** metrics",,
"w","metrology","metrology",,
"w","micro electrode array","micro electrode array",,
"w","micro led neural stimulation","micro led neural stimulation",,
"w","micro pumps","micro pumps",,
"w","micro resonator","micro resonator",,
"w","micro-electronics","micro-electronics",,
"w","micro-engineering","micro-engineering",,
"w","micro-fabricated arrays","micro-fabricated arrays",,
"w","micro-hypervisor","micro-hypervisor",,
"w","micro-machined mea","micro-machined mea",,
"w","micro-patterning","micro-patterning",,
"w","micro/nano optical mechanical systems","micro/nano optical mechanical systems",,
"w","microarray data from gene expression and micrornais","microarray data from gene expression and micrornais",,
"w","microcavities"," microcavity *** microcavities",,
"w","microcavity led","microcavity led",,
"w","microcavity led polariton","microcavity led polariton",,
"w","microchannels","microchannels",,
"w","microcinematography","microcinematography",,
"w","microcloud","microcloud",,
"w","microelectrode array","microelectrode array",,
"w","microelectrodes","microelectrodes",,
"w","microelectronic specific chip design","microelectronic specific chip design",,
"w","microelectronics","microelectronics",,
"w","microfluidics","microfluidics",,
"w","microgrids","microgrids",,
"w","micromachining","micromachining",,
"w","micromanipulation","micromanipulation",,
"w","micromechanical photoactuators","micromechanical photoactuators",,
"w","micromechanics","micromechanics",,
"w","microphotonics","microphotonics",,
"w","micropumps","micropumps",,
"w","microresonators","microresonators",,
"w","microrobots","microrobots",,
"w","microscopic systems","microscopic systems",,
"w","microscructure","microscructure",,
"w","microsoft-windows-azure","microsoft-windows-azure",,
"w","microsphere","microsphere",,
"w","microstructured optical fibers","microstructured optical fibers",,
"w","microsystems","microsystems *** microsystem",,
"w","microtraps","microtraps",,
"w","microvalve","microvalve",,
"w","microwave oscillators","microwave oscillators",,
"w","microwave phase shift","microwave phase shift",,
"w","microwave photonics","microwave photonics *** microwave photons",,
"w","microwave photons","microwave photons",,
"w","mid infrared semiconductor","mid infrared semiconductor",,
"w","mid-infrared","mid-infrared",,
"w","mid-infrared laser sources","mid-infrared laser sources",,
"w","mid-infrared lasers","mid-infrared lasers",,
"w","middleware","middleware",,
"w","millikelvin temperatures"," milikelvin temperature *** millikelvin temperatures",,
"w","millimetrewave","millimetrewave",,
"w","mimo","mimo",,
"w","miniaturized components","miniaturized components",,
"w","minimal cells","minimal cells",,
"w","miniturisation","miniturisation",,
"w","minority languages","minority languages",,
"w","mir","mir",,
"w","mirror lithography microtechnology","mirror lithography microtechnology",,
"w","mirror neurons","mirror neurons",,
"w","miscroscopic systems","miscroscopic systems",,
"w","mission critical applications","mission critical applications",,
"w","mixed reality","mixed reality",,
"w","mm-wave"," mm-waves *** mm-wave",,
"w","mmic","mmic",,
"w","mmog","mmog",,
"w","mobile ad hoc networks","mobile ad hoc networks",,
"w","mobile applications","mobile applications",,
"w","mobile broadband","mobile broadband",,
"w","mobile communications"," mobile communication *** mobile communications",,
"w","mobile computing","mobile computing",,
"w","mobile devices","mobile devices",,
"w","mobile dna elements","mobile dna elements",,
"w","mobile experience","mobile experience",,
"w","mobile ict","mobile ict",,
"w","mobile internet","mobile internet",,
"w","mobile learning","mobile learning",,
"w","mobile localization","mobile localization",,
"w","mobile manipulation","mobile manipulation",,
"w","mobile networked media","mobile networked media",,
"w","mobile networks","mobile networks",,
"w","mobile phone","mobile phones ***mobile phone *** cell phones  *** cell phone",,
"w","mobile robotics","mobile robotics",,
"w","mobile sensing","mobile sensing *** mobile sensors",,
"w","mobile services","mobile services",,
"w","mobile technologies","mobile technologies *** mobile technology",,
"w","mobile terminals","mobile terminals",,
"w","mobile visual navigation device","mobile visual navigation device",,
"w","mobility data","mobility data",,
"w","mocvd","mocvd",,
"w","modality scheduling","modality scheduling",,
"w","mode-locking"," mode locking *** mode-locking",,
"w","model-driven architecture","model driven architecture *** model-driven architecture",,
"w","model hamiltonians","model hamiltonians",,
"w","model management","model management",,
"w","model-based knowledge discovery","model-based knowledge discovery",,
"w","model-checking","model-checking",,
"w","model-driven development","model-driven development",,
"w","modeling interacting brains","modeling interacting brains",,
"w","modelization of tunable-polarity nanodevices","modelization of tunable-polarity nanodevices",,
"w","modelling language","modelling language *** modeling language",,
"w","modelling magnetoresistance","modelling magnetoresistance",,
"w","modelocked laser","modelocked laser",,
"w","models in lie groups","models in lie groups",,
"w","modern computing architectures","modern computing architectures",,
"w","modularity","modularity",,
"w","modulated price","modulated price",,
"w","modulator","modulator",,
"w","molecula beam epitaxy","molecula beam epitaxy",,
"w","molecular","molecular *** molecules *** molecule",,
"w","molecular beam epitaxy","molecular beam epitaxy",,
"w","molecular communications","molecular communications",,
"w","molecular computer","molecular computer",,
"w","molecular cooperation","molecular cooperation",,
"w","molecular device","molecular device",,
"w","molecular dynamics","molecular dynamics",,
"w","molecular electronics","molecular electronics",,
"w","molecular imprint","molecular imprint",,
"w","molecular interconnects","molecular interconnects",,
"w","molecular logic","molecular logic",,
"w","molecular logic operations","molecular logic operations",,
"w","molecular optics","molecular optics",,
"w","molecular phenotypes","molecular phenotypes",,
"w","molecular q-bit coding","molecular q-bit coding",,
"w","molecular self assembly","molecular self assembly",,
"w","molecular spin clusters","molecular spin clusters",,
"w","molecular spintronics","molecular spintronics",,
"w","molecular templates","molecular templates",,
"w","molecular wires","molecular wires",,
"w","moms","moms",,
"w","monolithic integration","monolithic integration",,
"w","monolithic terahertz generation all quantum dots","monolithic terahertz generation all quantum dots",,
"w","mood disorders","mood disorders",,
"w","morphogenesis","morphogenesis",,
"w","morphological it/computation","morphological it/computation",,
"w","mosfet","mosfet",,
"w","motif discovery","motif discovery",,
"w","motion capturing"," motion capture *** motion capturing",,
"w","motion generation","motion generation",,
"w","motion simulation","motion simulation",,
"w","motor control","motor control",,
"w","motor cortex","motor cortex",,
"w","motorway control","motorway control",,
"w","movement tracking","movement tracking",,
"w","mpi","mpi",,
"w","mqq","mqq",,
"w","multi-agent computation","multi-agent computation",,
"w","multi-agent systems"," multi-agent system *** multi-agent systems *** multiagent systems",,
"w","multi-channel retina model","multi-channel retina model",,
"w","multi-core","multi-core *** multicore *** multi-cores *** multicores",,
"w","multi-core architectures","multi-core architectures",,
"w","multi-core computing","multi-core computing",,
"w","multi-core processors","multi-core processors",,
"w","multi-criteria optimisation","multi-criteria optimisation",,
"w","multi-input multi-output communications","multi-input multi-output communications",,
"w","multimodal communication","multimodal communication",,
"w","multimodal integration","multimodal integration",,
"w","multimodal perception","multimodal perception",,
"w","multimodal recognition","multimodal recognition",,
"w","multimodality","multimodality *** multi modal *** multi-modal multimodal",,
"w","multi-modal interaction","multi-modal interactions *** multi-modal interaction *** multi modal interaction *** multimodal interaction",,
"w","multi-modal interfaces","multi-modal interfaces ***multimodal interfaces",,
"w","multi-modal perception ","multi-modal perception *** multi modal perception *** multimodal perception",,
"w","multi-modal sensor and actuator systems","multi-modal sensor and actuator systems",,
"w","multi-paradigm design methods","multi-paradigm design methods",,
"w","multi-partite systems","multi-partite systems",,
"w","multi-photon technology","multi-photon technology",,
"w","multi-platform serious game software","multi-platform serious game software",,
"w","multi-scale"," multiscale *** multi-scale",,
"w","multi-scale algorithms","multi-scale algorithms",,
"w","multi-scale physics","multi-scale physics",,
"w","multi-scale simulations"," multiscale simulations ***  multi-scale simulation  *** multi-scale simulations",,
"w","multiscale dynamics","multiscale dynamics *** multi-scale dynamics *** multi scale dynamics",,
"w","multiscale dynamics reconstruction","multiscale dynamics reconstruction *** multi scale dynamics reconstruction *** multi-scale dynamics reconstruction",,
"w","multiscale modelling and simulation","multiscale modelling and simulation",,
"w","multi-sensor systems","multi sensor system *** multi-sensor system *** multi-sensor systems",,
"w","multi-sensory","multi sensory *** multi-sensory",,
"w","multi sensory integration","multi sensory integration",,
"w","multi-sensor data","multi-sensor data",,
"w","multi-sensor fusion","multi-sensor fusion",,
"w","multi-sensory stimulus delivery","multi-sensory stimulus delivery",,
"w","multi-spectral sensing","multi-spectral sensing",,
"w","multicast","multicast",,
"w","multicellular systems","multicellular systems",,
"w","multicore chips","multicore chips",,
"w","multidimensional multivariate data","multidimensional multivariate data",,
"w","multidisciplinary continuous situation-awareness","multidisciplinary continuous situation-awareness",,
"w","multielectrode arrays","multielectrode arrays",,
"w","multifractal","multifractal",,
"w","multifunctional materials","multifunctional materials",,
"w","multijunction solar cells","multijunction solar cells",,
"w","multilayer hybrid networks","multilayer hybrid networks",,
"w","multilevel dynamics","multilevel dynamics *** multi-level dynamics",,
"w","multilingual access","multilingual access",,
"w","multilingualism","multilingualism",,
"w","multimedia","multimedia",,
"w","multimedia archives","multimedia archives",,
"w","multimedia communications","multimedia communications",,
"w","multimedia content","multimedia content",,
"w","multimedia content mapping","multimedia content mapping",,
"w","multimedia contents","multimedia contents",,
"w","multimedia forensics","multimedia forensics",,
"w","multimedia indexing","multimedia indexing",,
"w","multimedia object","multimedia object",,
"w","multimedia object fingerprint","multimedia object fingerprint",,
"w","multimedia processing chain footprint","multimedia processing chain footprint",,
"w","multimedia quality assessment","multimedia quality assessment",,
"w","multimedia security","multimedia security",,
"w","multimedia techniques","multimedia techniques",,
"w","multimedia transmission","multimedia transmission",,
"w","multiparty computation","multiparty computation",,
"w","multiphoton entanglement","multiphoton entanglement",,
"w","multiple graphical processing units","multiple graphical processing units",,
"w","multiple scattering","multiple scattering",,
"w","multiplexed multisensor system","multiplexed multisensor system",,
"w","multiplicator technologies","multiplicator technologies",,
"w","multiprocessor noc testing","multiprocessor noc testing",,
"w","multiqubit photon states","multiqubit photon states",,
"w","multisensory","multisensory",,
"w","multisensory integration","multisensory integration",,
"w","multistate memory","multistate memory",,
"w","multiuser","multiuser",,
"w","multiuser environments","multiuser environments",,
"w","multiuser information theory","multiuser information theory",,
"w","multivariate cryptography","multivariate cryptography",,
"w","multivariate quadratic quasigroup","multivariate quadratic quasigroup",,
"w","multivariate statistics","multivariate statistics",,
"w","muscle","muscle",,
"w","music","music *** musical",,
"w","music content description","music content description",,
"w","music information retrieval","music information retrieval *** music retrieval",,
"w","music meta data generation","music meta data generation",,
"w","music performance","music performance",,
"w","music psychology","music psychology",,
"w","music recommendation","music recommendation",,
"w","naive geography","naive geography",,
"w","nano antenna","nano antenna",,
"w","nano data centers","nano data centers",,
"w","nano fluidics","nano fluidics",,
"w","nano photonic device","nano photonic device",,
"w","nano photonics","nano photonics",,
"w","nano system","nano system",,
"w","nano systems","nano systems",,
"w","nano-biotemplating","nano-biotemplating",,
"w","nano-device/machine communications","nano-device/machine communications",,
"w","nanoelectronics","nanoelectronics  *** nano-electronic technologies",,
"w","nano-electronics","nano-electronics",,
"w","nano-engineering","nano-engineering",,
"w","nano-imprints","nano-imprints",,
"w","nano-networks","nano-networks",,
"w","nano-optical devices","nano-optical devices",,
"w","nano-optics","nano-optics",,
"w","nano-particles","nano-particles",,
"w","nano-scale memory device","nano-scale memory device",,
"w","nano-structures","nano-structures",,
"w","nano-technology","nano-technology",,
"w","nano-antenna","nano-antenna  *** nanoantenna",,
"w","nanobioelectronics","nanobioelectronics",,
"w","nano-circuit","nano-circuit *** nanocircuit *** nano-circuits",,
"w","nanocolloids","nanocolloids",,
"w","nanocomposites","nanocomposites",,
"w","nanodevices"," nanodevice *** nanodevices",,
"w","nanodots","nanodots",,
"w","nanoelectromechanical systems","nanoelectromechanical systems",,
"w","nanoelectromechanics","nanoelectromechanics",,
"w","nanofabrication","nanofabrication",,
"w","nanofluidics","nanofluidics *** nanofluids",,
"w","nanoimprint","nanoimprint",,
"w","nanoimprint lithography","nanoimprint lithography",,
"w","nano-lasers","nanolasers *** nano-lasers *** nano lasers",,
"w","nanolayers","nanolayers",,
"w","nanolithography","nanolithography",,
"w","nanomagnetism","nanomagnetism",,
"w","nanomaterials","nanomaterials *** nano-materials",,
"w","nanomechanics","nanomechanics",,
"w","nanometer-scale thermal conduction","nanometer-scale thermal conduction",,
"w","nanoparticle synthesis","nanoparticle synthesis",,
"w","nanoparticles","nanoparticles",,
"w","nanophotonics","nanophotonics",,
"w","nanoplasmonics","nanoplasmonics",,
"w","nanoscale devices","nanoscale devices",,
"w","nanoscale multigate silicon mosfets","nanoscale multigate silicon mosfets",,
"w","nanoscience","nanoscience",,
"w","nanosensors","nanosensors *** nanosensor",,
"w","nanostencil","nanostencil",,
"w","nanostructured material","nanostructured material",,
"w","nanostructured solar cells","nanostructured solar cells",,
"w","nanostructured surface","nanostructured surface",,
"w","nanostructures"," nanostructure *** nanostructures",,
"w","nanosystems","nanosystems",,
"w","nanotechnologies","nanotechnologies *** nanotechnology",,
"w","nanotips","nanotips",,
"w","nanotransfer","nanotransfer",,
"w","nano-scale","nano-scale *** nanoscale",,
"w","nanotube"," nanotubes *** nanotube",,
"w","nanowire photodetectors","nanowire photodetectors",,
"w","nanowire-based oxide electronics","nanowire-based oxide electronics",,
"w","nanowires"," nanowire *** nanowires",,
"w","nanowires and field effect transistors","nanowires and field effect transistors",,
"w","nanowires-semiconductor","nanowires-semiconductor",,
"w","narration"," narrative ***  narratives  *** narration",,
"w","narrow bandgap","narrow bandgap",,
"w","natural computing","natural computing",,
"w","natural language","natural language",,
"w","natural language analysis and translation","natural language analysis and translation",,
"w","natural language generation","natural language generation",,
"w","natural language processing","natural language processing",,
"w","naturalistic behaviour","naturalistic behaviour *** naturalistic behavior",,
"w","nature inspired","nature inspired *** nature-inspired",,
"w","nature-inspired computation","nature-inspired computation",,
"w","navigation","navigation",,
"w","navigation in sonic maps","navigation in sonic maps",,
"w","nc afm","nc afm",,
"w","nd discrete image processing","nd discrete image processing",,
"w","near-deterministic processing","near-deterministic processing",,
"w","near-infrared photonic devices","near-infrared photonic devices",,
"w","negative index materials","negative index materials",,
"w","negf","negf",,
"w","negotiation","negotiation",,
"w","nems","nems",,
"w","nerve","nerve",,
"w","nerve regeneration","nerve regeneration",,
"w","net neutrality","net neutrality",,
"w","network coding","network coding",,
"w","network connectivity","network connectivity",,
"w","network dynamics","network dynamics",,
"w","network ecology","network ecology",,
"w","network inference","network inference",,
"w","network information theory","network information theory",,
"w","network neutrality","network neutrality",,
"w","network on chip","network on chip",,
"w","network planning","network planning",,
"w","network protocol","network protocol",,
"w","network quality-of-service","network quality-of-service",,
"w","network science","network science",,
"w","network security","network security",,
"w","network service level agreements","network service level agreements",,
"w","network services","network services",,
"w","network topology","network topology",,
"w","networked agents","networked agents",,
"w","networked collaboration","networked collaboration",,
"w","networked services","networked services",,
"w","networked-sensor systems","networked-sensor systems",,
"w","neural adaptation","neural adaptation",,
"w","neural architecture","neural architecture",,
"w","neural computing","neural computing *** neural computation",,
"w","neural correlates of voluntary movements","neural correlates of voluntary movements",,
"w","neural dynamics","neural dynamics",,
"w","neural implants","neural implants",,
"w","neural information processing","neural information processing",,
"w","neural modeling","neural modeling",,
"w","neural monitoring","neural monitoring",,
"w","neural monitoring platform","neural monitoring platform",,
"w","neural motion processing","neural motion processing",,
"w","neural networks in recognition applications","neural networks in recognition applications",,
"w","neural optical networks","neural optical networks",,
"w","neural prostheses","neural prostheses",,
"w","neural-software","neural-software",,
"w","neurcomputational modelling","neurcomputational modelling",,
"w","neuro linguistic programming","neuro linguistic programming",,
"w","neuro-morphic chips","neuro-morphic chips",,
"w","neuro-psychology","neuro-psychology",,
"w","neuroaesthetics","neuroaesthetics",,
"w","neuroanatomy","neuroanatomy",,
"w","neurobiology","neurobiology",,
"w","neurochip","neurochip",,
"w","neurocomputing devices","neurocomputing devices",,
"w","neurocortical processing","neurocortical processing",,
"w","neurofeedback","neurofeedback",,
"w","neuroimaging","neuroimaging",,
"w","neuroinformatics","neuroinformatics",,
"w","neurological disorder","neurological disorder",,
"w","neurology of learning processes","neurology of learning processes",,
"w","neuromodulators","neuromodulators",,
"w","neuromorphic","neuromorphic",,
"w","neuromorphic circuits","neuromorphic circuits",,
"w","neuromorphic engineering","neuromorphic engineering",,
"w","neuromorphic sensors","neuromorphic sensors",,
"w","neuromorphic vision","neuromorphic vision",,
"w","neuromorphic vlsi","neuromorphic vlsi",,
"w","neurons","neuron *** neurons *** neuronal *** neural",,
"w","neuron network","neuron network *** neuronal networks *** neural networks *** neural network",,
"w","neuronal currents","neuronal currents",,
"w","neuronal network dynamics","neuronal network dynamics",,
"w","neuronal replicators","neuronal replicators",,
"w","neurophysiology","neurophysiology",,
"w","neuroprosthesis","neuroprosthesis",,
"w","neurorehabilitation","neurorehabilitation",,
"w","neurorobotics","neurorobotics",,
"w","neuroscience","neuroscience *** neurosciences",,
"w","neurosensor","neurosensor",,
"w","neurotechnical interface","neurotechnical interface",,
"w","neurotechnology","neurotechnology",,
"w","neutron noise spectrum diagnosis","neutron noise spectrum diagnosis",,
"w","neutron scattering","neutron scattering",,
"w","next generation mobile networks","next generation mobile networks",,
"w","next generation smart home applications","next generation smart home applications",,
"w","next-generation s/w architectures","next-generation s/w architectures",,
"w","nfc","nfc",,
"w","ngn","ngn",,
"w","nitride","nitride",,
"w","nitride semiconductors","nitride semiconductors",,
"w","nitrogen-vacancy center","nitrogen-vacancy center",,
"w","nlo properties","nlo properties",,
"w","nlp","nlp",,
"w","nmr","nmr",,
"w","noc test benchmarks","noc test benchmarks",,
"w","noc test simulator","noc test simulator",,
"w","noise","noise",,
"w","noise measurement","noise measurement",,
"w","nomadism","nomadism",,
"w","non linearity","non linearity *** non linearities *** non-linearity",,
"w","non radiative quenching","non radiative quenching",,
"w","non visual interaction","non visual interaction",,
"w","non-abelian anyons","non-abelian anyons",,
"w","non-abelian statistics","non-abelian statistics",,
"w","non-asymptotic","non-asymptotic",,
"w","non-classical quantum states","non-classical quantum states",,
"w","non-equilibirum","non-equilibirum",,
"w","non-equilibrium statistical physics","non-equilibrium statistical physics",,
"w","non-equilibrium transport","non-equilibrium transport",,
"w","non-gaussian states","non-gaussian states",,
"w","non-intrusive monitoring","non-intrusive monitoring",,
"w","non-invasive","non-invasive",,
"w","non-invasive medical diagnosis","non-invasive medical diagnosis",,
"w","non-invasive monitoring","non-invasive monitoring",,
"w","non-linear dynamics"," nonlinear dynamics *** non-linear dynamics",,
"w","non-linear optics"," nonlinear optics *** non-linear optics",,
"w","non-linear physics","non-linear physics",,
"w","non-monetary","non-monetary",,
"w","non-traditional logics","non-traditional logics",,
"w","non-verbal cues of vocal communication","non-verbal cues of vocal communication",,
"w","non-verbal interaction","non-verbal interaction",,
"w","non-volatile storage media","non-volatile storage media",,
"w","noncommunicable diseases","noncommunicable diseases",,
"w","nonlinear electrodynamics","nonlinear electrodynamics",,
"w","nonlinear fiber optics","nonlinear fiber optics",,
"w","nonlinear optical fibers","nonlinear optical fibers",,
"w","nonlinear organic materials","nonlinear organic materials",,
"w","nonlinear polymer","nonlinear polymer *** non-linear polymer",,
"w","nonlinear weakly-coupled oscillators","nonlinear weakly-coupled oscillators",,
"w","nonliner fiber optics","nonliner fiber optics *** non-liner fiber optics",,
"w","norms","norms",,
"w","ntru","ntru",,
"w","nutritional observatory","nutritional observatory",,
"w","obesity","obesity",,
"w","obfuscation","obfuscation",,
"w","object deformation","object deformation",,
"w","object detection","object detection",,
"w","object level scene modeling","object level scene modeling",,
"w","object recognition","object recognition",,
"w","object-based attention","object-based attention",,
"w","object-oriented programming","object-oriented programming",,
"w","observation modelling","observation modelling",,
"w","observers","observers",,
"w","ofdm","ofdm",,
"w","ofdma","ofdma",,
"w","ofet","ofet",,
"w","off-line user model computation","off-line user model computation",,
"w","offshore activities","offshore activities",,
"w","offshore wind farm integrity management","offshore wind farm integrity management",,
"w","oil field exploration","oil field exploration",,
"w","oleds"," oled *** oleds",,
"w","olfactive","olfactive",,
"w","on-line algorithms","on-line algorithms",,
"w","one-way functions","one-way functions",,
"w","one-way quantum computing","one-way quantum computing",,
"w","online discussion forums","online discussion forums",,
"w","online social networking","online social networking",,
"w","ontological classes","ontological classes",,
"w","ontologies"," ontology *** ontologies",,
"w","ontology evolution","ontology evolution",,
"w","ontology language","ontology language",,
"w","ontology mapping","ontology mapping",,
"w","ontology matching","ontology matching",,
"w","opaline","opaline",,
"w","open gis","open gis",,
"w","open learning","open learning",,
"w","open measuring architecture","open measuring architecture",,
"w","open networks","open networks *** open network",,
"w","open source","open source",,
"w","open source software","open source software",,
"w","open-world critical systems","open-world critical systems",,
"w","opinion dynamics","opinion dynamics",,
"w","opportunistic routing","opportunistic routing",,
"w","opportunistic systems","opportunistic systems",,
"w","optical amplifiers","optical amplifiers",,
"w","optical arbitrary wavefrom generation","optical arbitrary wavefrom generation",,
"w","optical bistability","optical bistability",,
"w","optical cavity","optical cavity",,
"w","optical communications","optical communications *** optical communications",,
"w","optical computing","optical computing",,
"w","optical data storage","optical data storage",,
"w","optical data transmission","optical data transmission",,
"w","optical data transport and processing","optical data transport and processing",,
"w","optical delay lines and storage","optical delay lines and storage",,
"w","optical detection","optical detection",,
"w","optical forces","optical forces",,
"w","optical frequency combs","optical frequency combs",,
"w","optical gain","optical gain",,
"w","optical giant non-linearity","optical giant non-linearity",,
"w","optical integration","optical integration",,
"w","optical interconnects","optical interconnects",,
"w","optical kerr effect","optical kerr effect",,
"w","optical lattices","optical lattices",,
"w","optical limiting","optical limiting",,
"w","optical mems","optical mems",,
"w","optical microresonators","optical microresonators",,
"w","optical music recognition","optical music recognition",,
"w","optical network","optical network *** optical networks",,
"w","optical network control and management","optical network control and management",,
"w","optical nonlinearity","optical nonlinearity",,
"w","optical properties of quantum wells","optical properties of quantum wells",,
"w","optical quantum fields","optical quantum fields",,
"w","optical ram","optical ram",,
"w","optical routing","optical routing",,
"w","optical sensing","optical sensing",,
"w","optical sensors","optical sensor *** optical sensors",,
"w","optical signal processing","optical signal processing",,
"w","optical signal transmission and processing","optical signal transmission and processing",,
"w","optical switch","optical switch",,
"w","optical systems","optical systems *** optical system",,
"w","optics ","optics *** optical technologies *** optical technology *** optical",,
"w","optical telecommunications","optical telecommunications",,
"w","optical waveguiding","optical waveguiding",,
"w","optical wireless communication","optical wireless communication",,
"w","optically nonlinear","optically nonlinear",,
"w","optically thick samples","optically thick samples",,
"w","optimal control under realistic conditions","optimal control under realistic conditions",,
"w","optimal quantum measurements","optimal quantum measurements",,
"w","optimization"," optimisation *** optimization",,
"w","optimization and control","optimization and control",,
"w","optimized interactions and buses","optimized interactions and buses",,
"w","optimizing compilers","optimizing compilers",,
"w","opto-electrical characterisation","opto-electrical characterisation",,
"w","optoelectronic devices ","optoelectronic devices",,
"w","optoelectronic integrated circuits","optoelectronic integrated circuits",,
"w","optoelectronics","optoelectronics *** optoelectronic",,
"w","optoflidics","optoflidics",,
"w","optogenetics","optogenetics",,
"w","optomechanics","optomechanics",,
"w","orbital angular momentum","orbital angular momentum",,
"w","orchestration","orchestration",,
"w","order-invariance","order-invariance",,
"w","organic electronics","organic electronics",,
"w","organic light-emitting diodes","organic light-emitting diodes",,
"w","organic memories","organic memories",,
"w","organic photodetectors","organic photodetectors",,
"w","organic photodetectors array","organic photodetectors array",,
"w","organic photonics","organic photonics",,
"w","organic photovoltaics","organic photovoltaics",,
"w","organic semiconductor"," organic semiconductors *** organic semiconductor",,
"w","organic spintronics","organic spintronics",,
"w","organic synthesis","organic synthesis",,
"w","organic-electronics","organic-electronics",,
"w","organics","organics",,
"w","organisational structure","organisational structure",,
"w","organolanthanides","organolanthanides",,
"w","origination","origination",,
"w","orthosis","orthosis",,
"w","oscillator array on cmos chip","oscillator array on cmos chip",,
"w","outdoor acoustics","outdoor acoustics",,
"w","outdoor leisure time activities","outdoor leisure time activities",,
"w","overlay networks","overlay networks",,
"w","overproduction","overproduction",,
"w","owl","owl",,
"w","oxide thin films","oxide thin films",,
"w","p-system","p-system",,
"w","p2p","p2p",,
"w","pabx","pabx",,
"w","packaging","packaging",,
"w","packet processors","packet processors",,
"w","packet scheduling","packet scheduling",,
"w","pagerank","pagerank",,
"w","paper-fidelity document","paper-fidelity document",,
"w","parallel algorithms","parallel algorithms",,
"w","parallel and distributed programming models","parallel and distributed programming models",,
"w","parallel computing","parallel computing *** parallel computation",,
"w","parallel coordinates","parallel coordinates",,
"w","parallel integrated architectures","parallel integrated architectures",,
"w","parallel monte carlo","parallel monte carlo",,
"w","parallel processing","parallel processing",,
"w","parallel systems","parallel systems",,
"w","parallelization"," parallelisation *** parallelization",,
"w","parallelizing compilers","parallelizing compilers",,
"w","parametric amplification","parametric amplification",,
"w","parametric generation","parametric generation",,
"w","participatory design","participatory design",,
"w","passive components","passive components",,
"w","passive imaging","passive imaging",,
"w","passive monitoring","passive monitoring",,
"w","past presence","past presence",,
"w","path computation","path computation",,
"w","patient safety","patient safety",,
"w","pattern analysis","pattern analysis",,
"w","pattern discovery","pattern discovery",,
"w","pattern extraction","pattern extraction",,
"w","pattern matching","pattern matching",,
"w","pattern recognition","pattern recognition",,
"w","patterns"," pattern *** patterns",,
"w","pce","pce",,
"w","pcr free analysis","pcr free analysis",,
"w","pdes","pdes",,
"w","pedagogy","pedagogy",,
"w","pedestrian and robot positioning","pedestrian and robot positioning",,
"w","peer data management","peer data management",,
"w","peer to peer networks","peer to peer networks",,
"w","peer-to-peer"," p2p ***  peer-2-peer  *** peer to peer",,
"w","peer-to-peer auctions","peer-to-peer auctions",,
"w","peer-to-peer computing","peer-to-peer computing",,
"w","peer-to-peer networks","peer-to-peer networks *** p2p networks *** peer to peer networks",,
"w","penalty","penalty",,
"w","perception","perception",,
"w","perceptual modelling","perceptual modelling",,
"w","perceptual validation","perceptual validation",,
"w","performance analysis","performance analysis",,
"w","performing tasks","performing tasks",,
"w","peripheral interfaces","peripheral interfaces",,
"w","peripheral nerve","peripheral nerve",,
"w","peripheral nerve system","peripheral nerve system",,
"w","perpetually powered transceiver","perpetually powered transceiver",,
"w","persistent data in large-scale systems","persistent data in large-scale systems",,
"w","person tracking","person tracking",,
"w","personal devices","personal devices",,
"w","personal memories","personal memories",,
"w","personal ontology","personal ontology",,
"w","personalisation","personalisation *** personalization",,
"w","personalisation and privacy","personalisation and privacy",,
"w","personalised medicine","personalised medicine",,
"w","personalised system","personalised system",,
"w","persuasion","persuasion",,
"w","pervasive adaptation","pervasive adaptation",,
"w","pervasive applications","pervasive applications",,
"w","pervasive computing","pervasive computing",,
"w","pervasive computing environments","pervasive computing environments",,
"w","pervasive devices","pervasive devices",,
"w","pervasive display systems","pervasive display systems",,
"w","pervasive games"," pervasive gaming *** pervasive games",,
"w","pervasive interactive environments","pervasive interactive environments",,
"w","petacomputing","petacomputing",,
"w","petri nets","petri nets",,
"w","phagocytosis"," phagocitosis *** phagocytosis",,
"w","phantom pain","phantom pain",,
"w","phase matching","phase matching",,
"w","phase transitions"," phase transition *** phase transitions",,
"w","phased arrays","phased arrays",,
"w","phononic crystals","phononic crystals",,
"w","photoconductive antennas","photoconductive antennas",,
"w","photon detector","photon detector",,
"w","photon fluid","photon fluid",,
"w","photon number resolving","photon number resolving",,
"w","photon source","photon source",,
